"map_version","operation","entity","support_allowed","actual_result","reject_codes","json_paths","affected_refs"
"dalian_v02","road_direction","R_MR_78f5d09878b6","true","rejected","ARC_DIRECTION_CONFLICT","/movements/M_MR_dcfbbe47f6a3/outgoingArc;/movements/M_MR_1789d0e56252/outgoingArc","roads/R_MR_78f5d09878b6;movements/M_MR_533ef6b4d3bf;movements/M_MR_c486821b3c1b;movements/M_MR_dcfbbe47f6a3;movements/M_MR_e7314903e6f5;movements/M_MR_1789d0e56252;movements/M_MR_b4a75829fe84;junctions/J_MR_255212c86d5e"
"dalian_v02","boundary","F_DL027","true","changed","","","facilities/F_DL027;sources/source_editor_geometry"
"dalian_v02","boundary_translate","facilities/F_DL027","true","changed","","","facilities/F_DL027;sources/source_editor_geometry"
"dalian_v02","boundary_rotate","facilities/F_DL027","true","changed","","","facilities/F_DL027;sources/source_editor_geometry"
"dalian_v02","add_node","N_GA01_probe_add","false","rejected","OPERATION_DEPENDENCIES_UNSUPPORTED","",""
"dalian_v02","copy_boundary","facilities/F_DL027","false","rejected","OPERATION_DEPENDENCIES_UNSUPPORTED","",""
"dalian_v02","delete_boundary","facilities/F_DL027","false","rejected","OPERATION_DEPENDENCIES_UNSUPPORTED","",""
"dalian_v02","split_road","R_MR_78f5d09878b6","false","rejected","OPERATION_DEPENDENCIES_UNSUPPORTED","",""
"dalian_v02","no_op_boundary","F_DL027","true","no_op","","",""
"dalian_v02","road_widthM_design_assumption","R_MR_78f5d09878b6","true","changed","","","roads/R_MR_78f5d09878b6;movements/M_MR_533ef6b4d3bf;movements/M_MR_c486821b3c1b;movements/M_MR_dcfbbe47f6a3;movements/M_MR_e7314903e6f5;movements/M_MR_1789d0e56252;movements/M_MR_b4a75829fe84;junctions/J_MR_255212c86d5e;sources/SRC_GA01_parameter_probe"
"dalian_v02","road_heightLimitM_design_assumption","R_MR_78f5d09878b6","true","changed","","","roads/R_MR_78f5d09878b6;movements/M_MR_533ef6b4d3bf;movements/M_MR_c486821b3c1b;movements/M_MR_dcfbbe47f6a3;movements/M_MR_e7314903e6f5;movements/M_MR_1789d0e56252;movements/M_MR_b4a75829fe84;junctions/J_MR_255212c86d5e;sources/SRC_GA01_parameter_probe"
"dalian_v02","road_massLimitKg_design_assumption","R_MR_78f5d09878b6","true","changed","","","roads/R_MR_78f5d09878b6;movements/M_MR_533ef6b4d3bf;movements/M_MR_c486821b3c1b;movements/M_MR_dcfbbe47f6a3;movements/M_MR_e7314903e6f5;movements/M_MR_1789d0e56252;movements/M_MR_b4a75829fe84;junctions/J_MR_255212c86d5e;sources/SRC_GA01_parameter_probe"
"dalian_v02","road_speedLimitMps_design_assumption","R_MR_78f5d09878b6","true","changed","","","roads/R_MR_78f5d09878b6;movements/M_MR_533ef6b4d3bf;movements/M_MR_c486821b3c1b;movements/M_MR_dcfbbe47f6a3;movements/M_MR_e7314903e6f5;movements/M_MR_1789d0e56252;movements/M_MR_b4a75829fe84;junctions/J_MR_255212c86d5e;sources/SRC_GA01_parameter_probe"
"dalian_v02","road_width_speed_design_assumption","R_MR_78f5d09878b6","true","changed","","","roads/R_MR_78f5d09878b6;movements/M_MR_533ef6b4d3bf;movements/M_MR_c486821b3c1b;movements/M_MR_dcfbbe47f6a3;movements/M_MR_e7314903e6f5;movements/M_MR_1789d0e56252;movements/M_MR_b4a75829fe84;junctions/J_MR_255212c86d5e;sources/SRC_GA01_B_parameter_test"
"geoje_v01","name_only_not_geometry","F_GJ002","true","changed","","","facilities/F_GJ002"
"geoje_v01","node_position","N_GJ_4e23f596d3","true","changed","","","nodes/N_GJ_4e23f596d3;roads/R_GJ_8241f9b21f;movements/M_GJ_f4bf57a7af;movements/M_GJ_ef0cd380fb;movements/M_GJ_4dc1c572d5;movements/M_GJ_b5f62e3cb0;movements/M_GJ_1f53847de3;movements/M_GJ_2e32bc0ce6;junctions/J_GJ_5bc0ad17da;resources/RES_J_GJ_5bc0ad17da;sources/source_editor_geometry"
"geoje_v01","node_translate","nodes/N_GJ_4e23f596d3","true","changed","","","nodes/N_GJ_4e23f596d3;roads/R_GJ_8241f9b21f;movements/M_GJ_f4bf57a7af;movements/M_GJ_ef0cd380fb;movements/M_GJ_4dc1c572d5;movements/M_GJ_b5f62e3cb0;movements/M_GJ_1f53847de3;movements/M_GJ_2e32bc0ce6;junctions/J_GJ_5bc0ad17da;resources/RES_J_GJ_5bc0ad17da;sources/source_editor_geometry"
